weak,strong,sentence,Yes,No,answer
ugly,hideous,The cabinet is ugly.,The cabinet is not hideous.,The cabinet is hideous.,Yes
ugly,hideous,The door design is ugly.,The door design is not hideous.,The door design is hideous.,Yes
ugly,hideous,The window blinds are ugly.,The window blinds are not hideous.,The window blinds are hideous.,Yes
ugly,hideous,The lighting is ugly.,The lighting is not hideous.,The lighting is hideous.,Yes
ugly,hideous,The sink faucet is ugly.,The sink faucet is not hideous.,The sink faucet is hideous.,Yes
ugly,hideous,The bathtub is ugly.,The bathtub is not hideous.,The bathtub is hideous.,Yes
ugly,hideous,The clock on the wall is ugly.,The clock on the wall is not hideous.,The clock on the wall is hideous.,Yes
ugly,hideous,The phone is ugly.,The phone is not hideous.,The phone is hideous.,Yes
ugly,hideous,The mirror is ugly.,The mirror is not hideous.,The mirror is hideous.,Yes
ugly,hideous,The chair cushions are ugly.,The chair cushions are not hideous.,The chair cushions are hideous.,Yes
ugly,hideous,The TV stand is ugly.,The TV stand is not hideous.,The TV stand is hideous.,Yes
ugly,hideous,The bookshelf is ugly.,The bookshelf is not hideous.,The bookshelf is hideous.,Yes
ugly,hideous,The rug design is ugly.,The rug design is not hideous.,The rug design is hideous.,Yes
ugly,hideous,The book cover is ugly.,The book cover is not hideous.,The book cover is hideous.,Yes
ugly,hideous,The magazine layout is ugly.,The magazine layout is not hideous.,The magazine layout is hideous.,Yes
ugly,hideous,The photograph is ugly.,The photograph is not hideous.,The photograph is hideous.,Yes
ugly,hideous,The candy wrapper is ugly.,The candy wrapper is not hideous.,The candy wrapper is hideous.,Yes
ugly,hideous,The street sign is ugly.,The street sign is not hideous.,The street sign is hideous.,Yes
ugly,hideous,The public restroom is ugly.,The public restroom is not hideous.,The public restroom is hideous.,Yes
ugly,hideous,The shoe design is ugly.,The shoe design is not hideous.,The shoe design is hideous.,Yes
ugly,hideous,The floor tiles are ugly.,The floor tiles are not hideous.,The floor tiles are hideous.,Yes
ugly,hideous,The kitchen cabinets are ugly.,The kitchen cabinets are not hideous.,The kitchen cabinets are hideous.,Yes
ugly,hideous,The faucet handle is ugly.,The faucet handle is not hideous.,The faucet handle is hideous.,Yes
ugly,hideous,The clock design is ugly.,The clock design is not hideous.,The clock design is hideous.,Yes
understandable,articulate,Tom's interview was understandable.,Tom's interview was not articulate.,Tom's interview was articulate.,Yes
understandable,articulate,The explanation was understandable.,The explanation was not articulate.,The explanation was articulate.,Yes
understandable,articulate,The teacher's lesson was understandable.,The teacher's lesson was not articulate.,The teacher's lesson was articulate.,Yes
understandable,articulate,The movie plot was understandable.,The movie plot was not articulate.,The movie plot was articulate.,Yes
understandable,articulate,Her behavior was understandable.,Her behavior was not articulate.,Her behavior was articulate.,Yes
understandable,articulate,His frustration was understandable.,His not frustration was not articulate.,His frustration was articulate.,Yes
understandable,articulate,The article was understandable.,The article was not articulate.,The article was articulate.,Yes
understandable,articulate,The instructions were understandable.,The instructions were not articulate.,The instructions were articulate.,Yes
understandable,articulate,The report was understandable.,The report was not articulate.,The report was articulate.,Yes
understandable,articulate,The argument was understandable.,The argument was not articulate.,The argument was articulate.,Yes
understandable,articulate,The lecture was understandable.,The lecture was not articulate.,The lecture was articulate.,Yes
understandable,articulate,The presentation was understandable.,The presentation was not articulate.,The presentation was articulate.,Yes
understandable,articulate,The joke was understandable.,The joke was not articulate.,The joke was articulate.,Yes
understandable,articulate,The situation was understandable.,The situation was not articulate.,The situation was articulate.,Yes
understandable,articulate,The decision was understandable.,The decision was not articulate.,The decision was articulate.,Yes
understandable,articulate,The message was understandable.,The message was not articulate.,The message was articulate.,Yes
understandable,articulate,The confusion was understandable.,The confusion was not articulate.,The confusion was articulate.,Yes
understandable,articulate,The apology was understandable.,The apology was not articulate.,The apology was articulate.,Yes
understandable,articulate,The response was understandable.,The response was not articulate.,The response was articulate.,Yes
understandable,articulate,The delay was understandable.,The delay was not articulate.,The delay was articulate.,Yes
understandable,articulate,The question was understandable.,The question was not articulate.,The question was articulate.,Yes
understandable,articulate,The answer was understandable.,The answer was not articulate.,The answer was articulate.,Yes
understandable,articulate,The concern was understandable.,The concern was not articulate.,The concern was articulate.,Yes
understandable,articulate,The reaction was understandable.,The reaction was not articulate.,The reaction was articulate.,Yes
understandable,articulate,The mistake was understandable.,The mistake was not articulate.,The mistake was articulate.,Yes
understandable,articulate,The complaint was understandable.,The complaint was not articulate.,The complaint was articulate.,Yes
understandable,articulate,The excuse was understandable.,The excuse was not articulate.,The excuse was articulate.,Yes
understandable,articulate,The misunderstanding was understandable.,The misunderstanding was not articulate.,The misunderstanding was articulate.,Yes
understandable,articulate,The comment was understandable.,The comment was not articulate.,The comment was articulate.,Yes
understandable,articulate,The conclusion was understandable.,The conclusion was not articulate.,The conclusion was articulate.,Yes
understandable,articulate,The recommendation was understandable.,The recommendation was not articulate.,The recommendation was articulate.,Yes
understandable,articulate,The comment on the post was understandable.,The comment on the post was not articulate.,The comment on the post was articulate.,Yes
understandable,articulate,The misunderstanding between the two was understandable.,The misunderstanding between the two was not articulate.,The misunderstanding between the two was articulate.,Yes
understandable,articulate,His reaction was understandable.,His not reaction was not articulate.,His reaction was articulate.,Yes
understandable,articulate,The reason was understandable.,The reason was not articulate.,The reason was articulate.,Yes
understandable,articulate,The delay in the meeting was understandable.,The delay in the meeting was not articulate.,The delay in the meeting was articulate.,Yes
understandable,articulate,Her hesitation was understandable.,Her hesitation was not articulate.,Her hesitation was articulate.,Yes
understandable,articulate,The crowd’s excitement was understandable.,The crowd’s excitement was not articulate.,The crowd’s excitement was articulate.,Yes
understandable,articulate,The decision to cancel was understandable.,The decision to cancel was not articulate.,The decision to cancel was articulate.,Yes
understandable,articulate,The noise in the room was understandable.,The noise in the room was not articulate.,The noise in the room was articulate.,Yes
understandable,articulate,The challenge was understandable.,The challenge was not articulate.,The challenge was articulate.,Yes
understandable,articulate,The reluctance was understandable.,The reluctance was not articulate.,The reluctance was articulate.,Yes
understandable,articulate,The frustration in her voice was understandable.,The frustration in her voice was not articulate.,The frustration in her voice was articulate.,Yes
understandable,articulate,The miscommunication was understandable.,The miscommunication was not articulate.,The miscommunication was articulate.,Yes
understandable,articulate,The choice was understandable.,The choice was not articulate.,The choice was articulate.,Yes
understandable,articulate,The tone of voice was understandable.,The tone of voice was not articulate.,The tone of voice was articulate.,Yes
understandable,articulate,The laughter was understandable.,The laughter was not articulate.,The laughter was articulate.,Yes
understandable,articulate,The plan was understandable.,The plan was not articulate.,The plan was articulate.,Yes
understandable,articulate,The feeling of loss was understandable.,The feeling of loss was not articulate.,The feeling of loss was articulate.,Yes
understandable,articulate,The apology for being late was understandable.,The apology for being late was not articulate.,The apology for being late was articulate.,Yes
understandable,articulate,The surprise was understandable.,The surprise was not articulate.,The surprise was articulate.,Yes
understandable,articulate,The moment of silence was understandable.,The moment of silence was not articulate.,The moment of silence was articulate.,Yes
understandable,articulate,The delay in response was understandable.,The delay in response was not articulate.,The delay in response was articulate.,Yes
understandable,articulate,The explanation for the change was understandable.,The explanation for the change was not articulate.,The explanation for the change was articulate.,Yes
understandable,articulate,The shock was understandable.,The shock was not articulate.,The shock was articulate.,Yes
understandable,articulate,The decision to leave early was understandable.,The decision to leave early was not articulate.,The decision to leave early was articulate.,Yes
understandable,articulate,The hesitation to speak was understandable.,The hesitation to speak was not articulate.,The hesitation to speak was articulate.,Yes
understandable,articulate,The sudden change was understandable.,The sudden change was not articulate.,The sudden change was articulate.,Yes
understandable,articulate,The questions during the interview were understandable.,The questions during the interview were not articulate.,The questions during the interview were articulate.,Yes
understandable,articulate,The comment on her performance was understandable.,The comment on her performance was not articulate.,The comment on her performance was articulate.,Yes
